0001n01a1s086,1
0001n01a1s087,1
0001n01a1s088,1
0001n01a1s089,1
0001n01a1s090,1
0001n01a1s091,1
0001n01a1s092,1
0001n01a1s093,1
0001n01a2s087,1
0001n01a2s088,1
0001n01a2s089,1
0001n01a2s090,1
0001n01a2s091,1
0001n01a2s092,1
0001n01a2s093,1
0001n01a3s086,1
0001n01a3s087,1
0001n01a3s088,1
0001n01a3s089,1
0001n01a3s090,1
0001n01a3s091,1
0001n01a3s092,1
0001n01a3s093,1
0001n01a4s086,1
0001n01a4s087,1
0001n01a4s088,1
0001n01a4s089,1
0001n01a4s090,1
0001n01a4s091,1
0001n01a4s092,1
0001n01a4s093,1
0001n01a4s094,1
0002n01a1s171,1
0002n01a1s172,1
0002n01a1s173,1
0002n01a1s174,1
0002n01a1s175,1
0002n01a1s176,1
0002n01a1s177,1
0002n01a1s178,1
0002n01a1s179,1
0002n01a1s180,1
0002n01a1s181,1
0002n01a1s182,1
0002n01a1s183,1
0002n01a1s184,1
0002n01a1s185,1
0002n01a1s186,1
0002n01a1s187,1
0002n01a1s188,1
0002n01a1s189,1
0002n01a1s190,1
0002n01a1s191,1
0002n01a1s192,1
0002n01a1s193,1
0002n01a1s194,1
0002n01a1s195,1
0002n01a1s196,1
0002n01a2s176,1
0002n01a2s177,1
0002n01a2s178,1
0002n01a2s179,1
0002n01a2s180,1
0002n01a2s181,1
0002n01a2s182,1
0002n01a2s183,1
0002n01a2s184,1
0002n01a2s185,1
0002n01a2s186,1
0002n01a2s187,1
0002n01a2s188,1
0002n01a2s189,1
0002n01a2s190,1
0002n01a2s191,1
0002n01a2s192,1
0002n01a2s193,1
0002n01a2s194,1
0002n01a2s195,1
0002n01a2s196,1
0002n01a2s197,1
0002n01a2s198,1
0003n01a1s062,0
0003n01a1s063,0
0003n01a1s064,0
0003n01a1s065,0
0003n01a1s066,0
0003n01a1s067,0
0003n01a1s068,0
0003n01a1s069,0
0003n02a1s072,1
0003n02a1s073,1
0003n02a1s074,1
0003n02a1s075,1
0003n02a1s076,1
0003n02a1s077,1
0003n02a1s078,1
0003n02a2s072,1
0003n02a2s073,1
0003n02a2s074,1
0003n02a2s075,1
0003n02a2s076,1
0003n02a2s077,1
0003n02a2s078,1
0003n02a3s072,0
0003n02a3s073,0
0003n02a3s074,0
0003n02a3s075,0
0003n02a3s076,0
0003n02a3s077,0
0003n02a3s078,0
0003n02a4s070,1
0003n02a4s071,1
0003n02a4s072,1
0003n02a4s073,1
0003n02a4s074,1
0003n02a4s075,1
0003n02a4s076,1
0003n02a4s077,1
0003n02a4s078,1
0003n02a4s079,1
0003n03a1s081,1
0003n03a1s082,1
0003n03a1s083,1
0003n03a1s084,1
0003n03a2s082,1
0003n03a2s083,1
0003n03a3s081,0
0003n03a3s082,0
0003n03a3s083,0
0003n03a3s084,0
0003n03a4s081,0
0003n03a4s082,0
0003n03a4s083,0
0003n03a4s084,0
0003n04a1s082,1
0003n04a1s083,1
0003n04a1s084,1
0003n04a1s085,1
0003n04a1s086,1
0003n04a2s082,1
0003n04a2s083,1
0003n04a2s084,1
0003n04a2s085,1
0003n04a2s086,1
0003n04a3s082,0
0003n04a3s083,0
0003n04a3s084,0
0003n04a3s085,0
0003n04a3s086,0
0003n04a4s081,0
0003n04a4s082,0
0003n04a4s083,0
0003n04a4s084,0
0003n04a4s085,0
0003n04a4s086,0
0003n04a4s087,0
0003n04a4s088,0
0004n01a1s074,0
0004n01a1s075,0
0004n01a1s076,0
0004n01a1s077,0
0004n01a2s075,0
0004n01a2s076,0
0004n01a2s077,0
0004n01a3s074,0
0004n01a3s075,0
0004n01a3s076,0
0004n01a3s077,0
0004n01a4s074,0
0004n01a4s075,0
0004n01a4s076,0
0004n01a4s077,0
0004n01a4s078,0
0005n01a1s077,0
0005n01a1s078,0
0005n01a2s077,0
0005n01a2s078,0
0005n01a3s077,0
0005n01a3s078,0
0005n01a4s077,0
0005n01a4s078,0
0005n02a1s079,0
0005n02a1s080,0
0005n02a1s081,0
0005n02a2s080,0
0005n02a3s080,0
0005n02a3s081,0
0005n02a4s079,0
0005n02a4s080,0
0005n02a4s081,0
0005n03a1s087,0
0005n03a1s088,0
0006n01a1s054,0
0006n01a1s055,0
0006n02a1s068,0
0006n02a2s068,0
0006n03a1s069,0
0006n03a1s070,0
0006n03a1s071,0
0006n03a1s072,0
0006n04a1s083,0
0006n04a1s084,0
0006n04a2s083,1
0006n04a2s084,1
0006n04a3s083,0
0006n04a3s084,0
0006n04a3s085,0
0006n04a4s083,0
0006n04a4s084,0
0006n04a4s085,0
0007n01a1s103,1
0007n01a1s104,1
0007n01a1s105,1
0007n01a1s106,1
0007n01a1s107,1
0007n01a1s108,1
0007n01a1s109,1
0007n01a1s110,1
0007n01a1s111,1
0007n01a1s112,1
0007n01a2s102,1
0007n01a2s103,1
0007n01a2s104,1
0007n01a2s105,1
0007n01a3s103,1
0007n01a3s104,1
0007n01a3s105,1
0007n01a3s106,1
0007n01a3s107,1
0007n01a3s108,1
0007n01a3s109,1
0007n01a3s110,1
0007n01a3s111,1
0007n01a3s112,1
0007n01a3s113,1
0007n01a4s101,1
0007n01a4s102,1
0007n01a4s103,1
0007n01a4s104,1
0007n01a4s105,1
0007n01a4s106,1
0007n01a4s107,1
0007n01a4s108,1
0007n01a4s109,1
0007n01a4s110,1
0007n01a4s111,1
0007n01a4s112,1
0007n01a4s113,1
0007n02a1s118,1
0007n02a1s119,1
0007n02a1s120,1
0007n02a1s121,1
0007n02a1s122,1
0007n02a1s123,1
0007n02a1s124,1
0007n02a1s125,1
0007n02a1s126,1
0007n02a1s127,1
0007n02a1s128,1
0007n02a1s129,1
0008n01a1s070,0
0008n01a1s071,0
0008n01a2s070,0
0008n01a2s071,0
0008n01a3s070,0
0008n01a3s071,0
0008n02a1s088,0
0008n02a1s089,0
0008n02a2s088,0
0008n02a2s089,0
0008n02a3s088,0
0008n02a3s089,0
0008n02a4s087,0
0008n02a4s088,0
0008n02a4s089,0
0009n01a1s102,0
0009n01a1s103,0
0009n01a1s104,0
0009n02a1s165,0
0009n02a1s166,0
0009n02a1s167,0
0009n02a1s168,0
0010n01a1s067,0
0010n01a1s068,0
0010n01a1s069,0
0010n01a1s070,0
0010n02a1s093,0
0010n02a1s094,0
0010n02a1s095,0
0010n02a1s096,0
0010n02a2s092,0
0010n02a2s093,0
0010n02a2s094,0
0010n02a2s095,0
0010n02a2s096,0
0010n03a1s208,1
0010n03a1s209,1
0010n03a1s210,1
0010n03a1s211,1
0010n03a2s208,0
0010n03a2s209,0
0010n03a2s210,0
0010n03a2s211,0
0010n03a3s208,1
